error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,160,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8064,9196
,161,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,391,391
,162,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1751,2141
,163,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3023,3745
,164,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,SC (PWD),Gender-Neutral,194,194
,165,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,883,1029
,166,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Information Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1647,1647
,167,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,24331,42141
,168,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),30000,37630
,169,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8196,9770
,170,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7636,7636
,171,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,38702,60314
,172,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),26708,52182
,173,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6740,10051
,174,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),7132,16023
,175,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,17365,28458
,176,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),35422,38526
,177,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,2162,2162
,178,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4793,5124
,179,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6771,6771
,180,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,246,246
,181,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7394,10087
,182,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14132,18039
,183,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,962,962
,184,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4335,6174
,185,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7946,8614
,186,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2125,2640
,187,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3979,3979
,188,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,19365,31697
,189,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),40716,50448
,190,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5422,7105
,191,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),9096,9096
,192,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13301,35394
,193,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),26848,51042
,194,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6013,8549
,195,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11930,14503
,196,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,17229,21503
,197,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),31017,33894
,198,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,1468,1468
,199,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Female-only (including Supernumerary),2348,2348
,200,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3471,3668
,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5681,5681
,202,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,195,195
,203,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6109,7117
,204,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15886,16253
,205,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,889,889
,206,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3740,5054
,207,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9019,9394
,208,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1442,1736
,209,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2856,2856
,210,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,61155,80462
,211,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),62383,75059
,212,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,13230,16942
,213,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),15804,15804
,214,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,66392,116469
,215,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),63470,116844
,216,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11399,15410
,217,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11761,11761
,218,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,33997,39554
,219,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),35605,45289
,220,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,2841,2841
,221,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6544,6634
,222,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7946,7946
,223,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10439,13565
,224,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15834,19227
,225,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6219,8191
,226,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10281,10281
,227,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3228,3257
,228,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Punjab,"Textile Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4318,4318
,229,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,General,Gender-Neutral,586,1965
,230,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,General,Female-only (including Supernumerary),259,653
,231,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,200,955
,232,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,819,2276
,233,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),1008,4537
,234,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,176,463
,235,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),367,367
,236,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,116,1015
,237,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Female-only (including Supernumerary),99,99
,238,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,General,Gender-Neutral,624,891
,239,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,General,Female-only (including Supernumerary),432,631
,240,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,General (PWD),Gender-Neutral,251,251
,241,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,226,261
,242,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),282,282
,243,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,346,573
,244,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),480,518
,245,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL (PWD),Gender-Neutral,158,158
,246,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,156,317
,247,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),259,259
,248,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,82,166
,249,Malaviya National Institute of Technology Jaipur,Rajasthan,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),186,186
